Produto	Descrição	Família	Origem
E00337	ROTULO TORTA HOLANDESA GRANDE	3005	30
E00347	BOBINA FILME BBG GERMANI BISCOITO MARIA 345 G BOPP MONOCAMADA	3001	30
E00375	INATIVO BOBINA FILME BMT BOM GRADO MASSA PARAFUSO 500 G BOPP+PP	3001	30
E00376	BOBINA FILME BCC CORSETI CANJICA DE MILHO 400 G PE	3001	30
E00379	INATIVO BOBINA FILME BMT BOMGRADO MASSA ESPAGUETE 500 G BOPP+PP	3001	30
E00380	BOBINA FILME BMT COLOLO ESPAGUETE 500 G PET+PP	3001	30
E00381	INATIVO - BOBINA FILME BMT FLAMBOYANT MASSA ESPAGUETE 1000 G BOPP+PP	3001	30
E00382	INATIVO BOBINA FILME BNT FLAMBOYANT MASSA ESPAGUETE COM OVOS 500 G BOPP+PP	3001	30
E00383	INATIVO BOBINA FILME BMT TODESCHINI MASSA PARAFUSO 500 G BOPP+PP	3001	30
E00384	INATIVO - BOBINA FILME BBG GERMANI ROSCA DE CHOCOLATE 300 G BPP + PP	3001	30
E00388	BOBINA FILME BMIT DALLAS INSTANTANEO PICANHA 63 G BOPP+PP	3001	30
E00389	BOBINA FILME BMIT DALLAS INSTANTANEO GALINHA CAIPIRA 63 G BOPP+PP	3001	30
E00390	BOBINA FILME BMIT DALLAS INSTANTANEO CARNE 63 G BOOP+PP	3001	30
E00391	BOBINA FILME BMIT DALLAS INSTANTANEO GALINHA 63 G BOPP+PP	3001	30
E00392	EXCLUIR	3001	30
E00393	EXCLUIR	3001	30
E00394	EXCLUIR	3001	30
E00396	BOBINA FILME BML LEVIT MASSA ESPAGUETE INTEGRAL 500 G PET+PP	3001	30
E00397	INATIVO BOBINA FILME BMT GALO MASSA PARAFUSO SEM OVOS 500 G BOPP+PP	3001	30
E00400	BOBINA FILME BMT GREEN PENNE SEM OVOS 500 G PET+PP	3001	30
E00401	BOBINA FILME BMT GREEN PARAFUSO 500 G PET+PP	3001	30
E00402	INATIVO ROTULO FARDO MASSA PARAFUSO SELMI	3005	30
E00403	INATIVO ROTULO FARDO MASSA PARAFUSO TODESCHINI	3005	30
E00405	INATIVO - BOBINA FILME BBG GERMANI AMENDOIM BRANCO 400 G PE	3001	30
E00444	EXCLUIR	3004	30
E00447	SACO PLASTICO SBG GERMANI BISCOITO MARIA 700 PP	3001	30
E00462	BOBINA FILME BMF FILLER MASSA COM OVOS PENNE 500 G PET+PP	3001	30
E00463	INATIVO BOBINA FILME BMT DALLAS MASSA ESPAGUETE INTEGRAL 500 G BOPP+PP	3001	30
E00464	BOBINA FILME BMT VILLONI MASSA ESPAGUETE INTEGRALE 500 G PET+PP	3001	30
E00465	INATIVO BOBINA FILME BMT FLAMBOYANT MASSA ESPAGUETE SEM OVOS 500 G BOPP+PP	3001	30
E00466	INATIVO BOBINA FILME BMT BELLA DICA MASSA PARAFUSO COM OVOS 500 G PET+PP	3001	30
E00467	INATIVO BOBINA FILME BMT BELLA DICA MASSA PENNE COM OVOS 500 G PET+PP	3001	30
E00468	INATIVO BOBINA FILME BMT FANTASTICO MASSA PENNE COM OVOS 500 G PET+PP	3001	30
E00469	INATIVO BOBINA FILME BMT FANTASTICO MASSA PARAFUSO COM OVOS 500 G PET+PP	3001	30
E00470	INATIVO BOBINA FILME BMT BELLA DICA MASSA ESPAGUETE COM OVOS 500 G BOPP+PP	3001	30
E00478	BOBINA FILME BBC COROA BISCOITO TRICKS CHURRASCO 110 G BOPP+PP	3001	30
E00479	BOBINA FILME BBC COROA BISCOITO TRICKS QUEIJO 110 G BOPP+PP	3001	30
E00480	BOBINA FILME BBG GERMANI BISCOITO SUZI BACON 200 G BOPP+PP	3001	30
E00481	BOBINA FILME BBG GERMANI BISCOITO SUZI QUEIJO 200 G BOPP+PP	3001	30
E00484	BOBINA FILME BIG GERMANI MAC INSTANTANEO PICANHA 63 G BOPP+PP	3001	30
E00485	BOBINA FILME BMT GREEN MASSA ESPAGUETE 500 G PET+PP	3001	30
E00486	INATIVO BOBINA FILME BMT VILLONI MASSA PENNE INTEGRALE 500 G PET+PP	3001	30
E00487	SELO ALUMINIO	3003	30
E00548	BOBINA FILME ENFARDADEIRA BEM 930 MM PE MASSA ESPAGUETE	3004	30
E00554	BOBINA FILME BBG GERMANI BISCOITO MARIA 690 G BOPP	3001	30
E00555	BOBINA FILME BBG GERMANI BISCOITO AGUA E SAL 690 G BOPP	3001	30
E00556	INATIVO BOBINA FILME BBT DUKITA BISCOITO AGUA E SAL 345 G BOPP MONOCAMADA	3001	30
E00558	BOBINA FILME BBG GERMANI BISCOITO FOLHADO 250 G BOPP+PP	3001	30
E00559	DISPLAY PAPEL ALFAJOR CATTERINO PAPIRUS VITAMAX 275	3003	30
E00560	TUBO LATA OVO PISTACHE	3003	30
E00561	TUBO LATA OVO COOKIES	3003	30
E00562	TUBO LATA OVO AVELA	3003	30
E00563	TUBO LATA OVO CARAMELO	3003	30
E00564	TUBO LATA OVO OURO NEGRO	3003	30
E00565	CAIXA COELHO CHOCOLATE AO LEITE 120GR	3003	30
E00566	CAIXA COELHO CHOCOLATE BRANCO 120GR	3003	30
E00567	CAIXA COELHO CHOCOLATE DUO 120GR	3003	30
E00568	CAIXA OVO CHOCOLATE AO LEITE 280GR	3003	30
E00569	CAIXA OVO CHOCOLATE BRANCO 280GR	3003	30
E00570	CAIXA OVO CHOCOLATE BRANCO ZERO 280GR	3003	30
E00571	CAIXA OVO CHOCOLATE MEIO AMARGO 280GR	3003	30
E00572	CAIXA OVO TRUFADO AMARELO 180 GR	3003	30
E00573	CAIXA OVO TRUFADO AZUL 180 GR	3003	30
E00574	CAIXA OVINHOS DE CHOCOLATE ROSA	3003	30
E00575	CAIXA OVINHOS DE CHOCOLATE AZUL	3003	30
E00576	FOLHA CHUMBO OURO FOSCO 40X50	3005	30
E00577	FOLHA CHUMBO ROSE GOLD 8X7,8	3005	30
E00578	FOLHA CHUMBO PINK 10X9,8	3005	30
E00579	FOLHA CHUMBO CANDY COLORS TURQUESA 8X7,8	3005	30
E00580	FOLHA CHUMBO TURQUESA 8X7,8	3005	30
E00581	FOLHA CHUMBO OURO FOSCO 8X7,8	3005	30
E00582	FOLHA CHUMBO LISO GOFRADO MARROM 8X7,8	3005	30
E00583	CAIXA BOMBOM CORACAO OURO FOSCO	3005	30
E00584	CAIXA BOMBOM CORACAO OURO VERMELHA	3005	30
E00585	FOLHA CHUMBO OURO FOSCO 16X15,6	3005	30
E00586	BERCO OVO DE PASCOA 0,5 MM	3003	30
E00587	BERCO COELHO DE PASCOA 0,4MM	3003	30
E00588	BERCO PARA CHOCOLATE EM PET PRETO  - 6 CAVIDADES - 0,3 MM	3003	30
E00589	BERCO PARA CHOCOLATE EM PET PRETO  - 12 CAVIDADES - 0,3 MM	3003	30
E00590	BERCO PARA CHOCOLATE EM PET PRETO  - 24 CAVIDADES - 0,3 MM	3003	30
E00591	BERCO PLASTICO PARA BISCOITO CATTERINO 0,3 MM PRETO	3003	30
E00594	CAIXA CATTERINO BARRA CHOC 75% 70G PAPEL CARTAO 250G	3003	30
E00595	CAIXA CATTERINO BARRA CHOC AO LEITE 70G PAPEL CARTAO 250G	3003	30
E00596	CAIXA CATTERINO BARRA CHOC AO LEITE FRUTAS VERM 70G PAPEL CARTAO 250G	3003	30
E00597	CAIXA CATTERINO BARRA CHOC AO LEITE ZERO 70G PAPEL CARTAO 250G	3003	30
E00598	CAIXA CATTERINO BARRA CHOC BCO COM COCO 70G PAPEL CARTAO 250G	3003	30
E00599	CAIXA CATTERINO BARRA CHOC BRANCO 70G PAPEL CARTAO 250G	3003	30
E00600	CAIXA CATTERINO BARRA CHOC BRANCO CARAMELIZADO 70G PAPEL CARTAO 250G	3003	30
E00601	CAIXA CATTERINO BARRA CHOC BRANCO ZERO 70G PAPEL CARTAO 250G	3003	30
E00602	CAIXA CATTERINO BARRA CHOC BRANCO ZERO FRUTAS VERM 70G PAPEL CARTAO 250G	3003	30
E00603	CAIXA CATTERINO BARRA CHOC MEIO AMARGO 70G PAPEL CARTAO 250G	3003	30
E00604	CAIXA CATTERINO BISC CHOC AO LEITE HOT STAMP+VERNIZ AGUA+VERNIZ UV LOCAL	3003	30
E00605	CAIXA CATTERINO BISC CHOC BRANCO HOT STAMP+VERNIZ AGUA+VERNIZ UV LOCAL	3003	30
E00606	CAIXA CATTERINO BISC CHOC GIANDUIA HOT STAMP+VERNIZ AGUA+VERNIZ UV LOCAL	3003	30
E00607	TAMPA CAIXA CATTERINO SPECIALE SORTIDOS - 12	3003	30
E00608	TAMPA CAIXA CATTERINO SPECIALE SORTIDOS - 24	3003	30
E00609	TAMPA CAIXA CATTERINO SPECIALE SORTIDOS - 6	3003	30
E00610	TAMPA CAIXA CATTERINO SPECIALE AO LEITE - 12	3003	30
E00611	TAMPA CAIXA CATTERINO SPECIALE AO LEITE - 24	3003	30
E00612	TAMPA CAIXA CATTERINO SPECIALE AO LEITE - 6	3003	30
E00613	BOBINA FILME BBC CATTERINO BARRA CHOCOLATE 70 G BOPP METAL + BOPP MATE	3001	30
E00614	BOBINA FILME BBC CATTERINO BOMBOM AMENDOIM 10 G BOPP MATE + BOPP METAL	3001	30
E00615	BOBINA FILME BBC CATTERINO BOMBOM AO LEITE 10 G BOPP MATE + BOPP METAL	3001	30
E00616	BOBINA FILME BBC CATTERINO BOMBOM AVELA 10 G BOPP MATE + BOPP METAL	3001	30
E00617	BOBINA FILME BBC CATTERINO BOMBOM CAPPUCCINO 10 G BOPP MATE + BOPP METAL	3001	30
E00618	BOBINA FILME BBC CATTERINO BOMBOM LARANJA 10 G BOPP MATE + BOPP METAL	3001	30
E00619	BOBINA FILME BBC CATTERINO BOMBOM MANGA 10 G BOPP MATE + BOPP METAL	3001	30
E00620	BOBINA FILME BBC CATTERINO BOMBOM MENTA 10 G BOPP MATE + BOPP METAL	3001	30
E00621	BOBINA FILME BBC CATTERINO BOMBOM MORANGO 10 G BOPP MATE + BOPP METAL	3001	30
E00630	DISPLAY BARRAS DE CHOC ZERO 70 G CATTERINO PAPEL VITAMAX 275 G/M2	3003	30
E00631	BOBINA FILME BBL LEVIT BISCOITO LEITE E CEREAIS 145 G BOPP+BOPP METALI	3001	30
E00634	BOBINA FILME BCC LEVIT FARINHA DE AVEIA 500 G BOPP+PP	3001	30
E00642	BOBINA FILME BML LEVIT MASSA PARAFUSO INTEGRAL 500 G PET + PP	3001	30
E00643	BOBINA FILME BML LEVIT MASSA PENNE INTEGRAL 500 G PET + PP	3001	30
E00647	BOBINA FILME BBF FILLER BISCOITO MARIA 345 G BOPP MONOCAMADA	3001	30
E00648	BOBINA FILME BBF FILLER BISCOITO MARIA CHOCOLATE 345 G BOPP MONOCAMADA	3001	30
E00650	POTE LA PIANEZA 210 ML	3003	30
E00651	TAMPA METALICA LA PIANEZA DOURADO	3003	30
E00652	TAMPA METALICA LA PIANEZA COBRE	3003	30
E00653	TAMPA METALICA LA PIANEZA PRATA	3003	30
E00654	LACRE TERMOENCOLHIVEL 74 MM	3003	30
E00658	ROTULO CEVADA CORSETTI 100G TERMO ENCOLHIVEL	3005	30
E00659	EXCLUIR	3001	30
E00660	EXCLUIR	3001	30
E00691	BOBINA FILME BCC GERMANI AMENDOIM BRANCO 400 G PE+PE	3001	30
E00692	INATIVO- BOBINA FILME BMT COLOLO MASSA ESPAGUETE 500 G BOPP HS + PP	3001	30
E00697	INATIVO BOBINA FILME BMF FILLER MASSA COM OVOS PENNE 500 G BOPP+PP	3001	30
E00698	ROTULO CAPPUCCINO CORSETTI 100G TERMO ENCOLHIVEL	3005	30
E00699	BOBINA FILME BBG GERMANI BISCOITO ROSCA DE CHOCOLATE 300 G BPP+PP	3001	30
E00700	ROTULO FARDO MASSA MODELO 1	3005	30
E00701	ROTULO FARDO MASSA MODELO 2	3005	30
E00705	ROTULO FARDO MASSA MODELO 3	3005	30
E00712	INATIVO - BOBINA FILME BCC CORSETI CANJICA DE MILHO 400 G PE	3001	30
E00713	BOBINA FILME BMT DALLAS MASSA PARAFUSO COM OVOS 500G G PET+PP LICITACA	3001	30
E00714	BOBINA FILME BBC CATTERINO BARRA CHOCOLATE 75% 15 G BOPP METAL + BOPP	3001	30
E00715	BOBINA FILME BBC CATTERINO BARRA CHOC MEIO AMARGO 14 G BOPP METAL + BO	3001	30
E00716	BOBINA FILME BBC CATTERINO BARRA CHOC AO LEITE ZERO 14 G BOPP METAL +	3001	30
E00717	BOBINA FILME BBC CATTERINO BARRA CHOC BRANCO ZERO 14 G BOPP METAL + BO	3001	30
E00718	BOBINA FILME BBC CATTERINO BARRA CHOC AO LEITE 14 G BOPP METAL + BOPP	3001	30
E00719	BOBINA FILME BBC CATTERINO BARRA CHOC BRANCO 14 G BOPP METAL + BOPP MA	3001	30
E00720	BOBINA FILME BBC CATTERINO BARRA CHOC BRANCO E FRUTAS VERM ZERO 14 G B	3001	30
E00721	BOBINA FILME BBC CATTERINO BARRA MEIO AMRGO ZERO 14 G BOPP METAL + BOP	3001	30
E00722	BOBINA FILME BBC CATTERINO BARRA CHOCOLATE 75 % 14 G BOPP METAL + BOPP MATE	3001	30
E00723	BOBINA FILME BMIT DALLAS INSTANTANEO CARNE PICANTE 63 G BOPP + PP	3001	30
E00724	BOBINA FILME BMIG GERMANI INSTANTANEO CARNE PICANTE 63 G BOPP + PP	3001	30
E00725	INATIVO - BOBINA FILME BMG MASSA FUSILLI GRANO DURO 500 G PET+PP	3001	30
E00726	ENVELOPE BARRA QUAD FINA ACAB HOT STAMPING DOURADO	3003	30
E00727	ROTULO VERRINE	3005	30
E00728	CAIXA ACRILICA 5X5X5 VERRINI	3003	30
E00729	CAIXA ACRILICA 7X7X4 VERRINI	3003	30
E00730	CAIXA DOURADA PEQUENA	3003	30
E00731	CAIXA DOURADA MEDIA	3003	30
E00732	CAIXA DOURADA GRANDE	3003	30
E00733	CAIXA TAVOLETTAS CHOC. BCO, AO LEITE, MEIO AMARGO E 75% VITAMAX 275G	3003	30
E00734	CAIXA TAVOLETTAS CHOC AO LEITE VITAMAX 275G/M2	3003	30
E00735	CAIXA TAVOLETTAS CHOCOLATE BRANCO E AO LEITE VITAMAX 275G/M2	3003	30
E00736	CAIXA TAVOLETTAS CHOC BRANCO E AO LEITE ZERO VITAMAX 275G/M2	3003	30
E00737	CAIXA PAPEL PANETONE CASA GERMANI FRUTAS TRIPLEX 260G TAM 61,1 X 41,7 CM	3003	30
E00738	CAIXA PAPEL PANETONE CHOCOLATE CASA GERMANI TRIPLEX 260G TAM 61,1 X 41,7 CM	3003	30
E00739	CAIXA CATTERINO KIT PRESENTE FLORESTA	3003	30
E00740	CAIXA CATTERINO KIT PRESENTE AMOR	3003	30
E00741	CAIXA CATTERINO KIT PRESENTE TRADICIONAL	3003	30
E00742	LATA 22X17 AMOR	3003	30
E00743	LATA 22X17 CLASSICA AZUL	3003	30
E00744	LATA 22X17 VERDE	3003	30
E00756	ETIQUETA ADES BOPP METAL DIG 34 X 240MM CREME AVELA COM CACAU	3005	30
E00757	ETIQUETA ADES BOPP METAL DIG 34 X 240MM CREME AVELA BRANCO	3005	30
E00758	ETIQUETA ADES BOPP METAL DIG 34 X 240MM CREME DE PISTACHE	3005	30
E00759	ROTULO CERVEJA 80X175 MM ADESIVO BOPP BRANCO TC 20G ACRILICO 20 G/M	3005	30
E00761	ROTULO FARDO MASSA MODELO 4	3005	30
E00762	INATIVO BOBINA FILME BMT VILLONI MASSA FUSILLI INTEGRALE 500 G PET+PP	3001	30
E00763	INATIVO BOBINA FILME BMT VILLONI MASSA FUSILLI INTEGRALE 500 G PET+PP	3001	30
E00765	INATIVO BOBINA FILME BMT NUTRIROSA MASSA ESPAGUETE 500G G PET+PP	3001	30
E00766	INATIVO BOBINA FILME BMT NUTRIROSA MASSA PARAFUSO 500G G PET+PP	3001	30
E00767	INATIVO BOBINA FILME BMT NUTRIROSA MASSA PENNE 500G G PET+PP	3001	30
E00769	BOBINA FILME BMT DALLAS MASSA ESPAGUETE GRANO DURO 500 G BOPP+PP	3001	30
E00770	BOBINA FILME BMD DALLAS MASSA PENNE GRANO DURO 500 G PET+PP	3001	30
E00771	BOBINA FILME BMD DALLAS MASSA PARAFUSO GRANO DURO 500 G PET+PP	3001	30
E00772	BOBINA FILME BMT DALLAS MASSA ESPAGUETE GRANO DURO 500 G PET + PP	3001	30
E00773	INATIVO - EMBALAGEM STAND UP POUCH SCC SOPRAFFINI AMENDOIM 80 G	3001	30
E00774	INATIVO - EMBALAGEM STAND UP POUCH SCC SOPRAFFINI GIANDUIA 80 G	3001	30
E00775	INATIVO -EMBALAGEM STAND UP POUCH SCC DELIZIE AO LEITE 80 G	3001	30
E00776	INATIVO - EMBALAGEM STAND UP POUCH SCC DELIZIE CAPPUCCINO 80 G	3001	30
E00777	INATIVO - EMBALAGEM STAND UP POUCH SCC DELIZIE LARANJA 80 G	3001	30
E00778	INATIVO - EMBALAGEM STAND UP POUCH SCC DELIZIE MANGA 80 G	3001	30
E00779	INATIVO - EMBALAGEM STAND UP POUCH SCC DELIZIE MENTA 80 G	3001	30
E00780	INATIVO - EMBALAGEM STAND UP POUCH SCC DELIZIE MORANGO 80 G	3001	30
E00781	INATIVO - EMBALAGEM STAND UP POUCH SCC DELIZIE SORTIDO 80 G	3001	30
E00782	BERCO PLASTICO MAROM 70 X 190 X 35MM	3003	30
E00783	BERCO TRANSPARENTE PARA BOM BOM 6 CAV	3003	30
E00784	BERCO TRANSPARENTE PARA BOM BOM 12 CAV	3003	30
E00785	BERCO TRANSPARENTE PARA BOM BOM 24 CAV	3003	30
E00786	PAPEL BARREIRA CATTERINO 14 X 30CM	3003	30
E00787	PAPEL BARREIRA CATTERINO 18 X 38CM	3003	30
E00788	PAPEL BARREIRA CATTERINO 27 X 45CM	3003	30
E00789	PAPEL PEDRAS BRANCAS 34X45 CM	3003	30
E00790	FORMA DE PAPEL PANETONE KG	3003	30
E00791	BOLA ACRILICA 6,5 CM	3003	30
E00796	DISCO PARA PIZZA ISOPOR 18 CM	3003	30
E00797	PAPEL BARREIRA TAVOLETTAS 22X21CM	3003	30
E00798	PAPEL SULFITE 90 G 610 MM	3003	30
E00799	EXCLUIR	3003	30
E00800	EXCLUIR	3003	30
E00801	POTE PET CRISTAL 250ML TERMINACAO 63MM	3003	30
E00802	TAMPA ROSCA RETA BRANCA COM SELO DE INDUCAO TERMINACAO 63MM	3003	30
E00803	BERCO PET PRETO 0,4 MM CATERINO TRAVOLETTA	3003	30
E00804	BOBINA FILME BBC CATTERINO ALFAJOR CHOCOLATE BRANCO 60 G BOPP METALIZA	3001	30
E00805	BOBINA FILME BBC CATTERINO ALFAJOR AO LEITE 60 G BOPP METALIZADO+BOPP	3001	30
E00817	TAMPA CAIXA BRINDE GERMANI	3006	30
E00818	BASE CAIXA BRINDE GERMANI	3006	30
E00819	TAMPA CAIXA BRINDE DALLAS	3006	30
E00820	BASE CAIXA BRINDE DALLAS	3006	30
E00821	COPO DE PAPEL 100 ML PERSONALIZADO	3006	30
E00822	COPO DE PAPEL 180 ML PERSONALIZADO	3006	30
E00823	COPO DE PAPEL 300 ML PERSONALIZADO COM CAMADA EXTRA DE PROTECAO	3006	30
E00824	TAMPA COM BICO PRETA PARA COPO DE PAPEL 100 ML	3006	30
E00825	TAMPA COM BICO PRETA PARA COPO DE PAPEL 180 ML	3006	30
E00826	TAMPA COM BICO PRETA PARA COPO DE PAPEL 300 ML	3006	30
E00827	SACOLA LATA CATTERINO NATAL	3006	30
E00828	SACOLA LATA CATTERINO AMOR	3006	30
E00829	SACOLA LATA CATTERINO TRADICIONAL	3006	30
E00830	CAIXA TO GO CATTERINO G FUNDO	3006	30
E00831	CAIXA TO GO CATTERINO G TAMPA	3006	30
E00832	CAIXA TO GO CATTERINO M FUNDO	3006	30
E00833	CAIXA TO GO CATTERINO M TAMPA	3006	30
E00834	CAIXA TO GO CATTERINO P FUNDO	3006	30
E00835	CAIXA TO GO CATTERINO P TAMPA	3006	30
E00891	EMBALAGEM STAND UP POUCH SCC CATTERINO CAFE 250 G	3001	30
E00892	POTE CRISTAL 250ML	3003	30
E00916	BOBINA FILME BMCG CASA GERMANI MASSA ESPAGUETE GRANO DURO 500 G PET+PP	3001	30
E00917	BOBINA FILME BMCG CASA GERMANI MASSA FUSILLI GRANO DURO 500 G PET + PP	3001	30
E00918	BOBINA FILME BMCG CASA GERMANI MASSA PENNE GRANO DURO 500 G PET + PP	3001	30
E00919	CAIXA CROMUS PANETONE QUADRADA VERDE 500G	3006	30
E00920	CAIXA CROMUS PANETONE QUADRADA VERMELHA 500G	3006	30
E00921	LATA CROMUS PARA DOCES GLAM GOLD 100G 9X11 CM	3006	30
E00922	CAIXA CROMUS PARA 8 BOMBONS GARBO OURO FOSCO 17,5X9,7X3,5 CM	3006	30
E00923	CAIXA CROMUS CORACAO VERMELHO E DOURADO	3006	30
E00924	PAPEL GRAFICA	3005	30
E00925	EMBALAGEM STAND UP POUCH SCC SOPRAFFINI AMENDOIM 80 G	3001	30
E00926	EMBALAGEM STAND UP POUCH SCC SOPRAFFINI GIANDUIA 80 G	3001	30
E00927	EMBALAGEM STAND UP POUCH SCC DELIZIE AO LEITE 80 G	3001	30
E00928	EMBALAGEM STAND UP POUCH SCC DELIZIE CAPPUCCINO 80 G	3001	30
E00929	EMBALAGEM STAND UP POUCH SCC DELIZIE LARANJA 80 G	3001	30
E00930	EMBALAGEM STAND UP POUCH SCC DELIZIE MANGA 80 G	3001	30
E00931	EMBALAGEM STAND UP POUCH SCC DELIZIE MENTA 80 G	3001	30
E00932	EMBALAGEM STAND UP POUCH SCC DELIZIE MORANGO 80 G	3001	30
E00933	EMBALAGEM STAND UP POUCH SCC DELIZIE SORTIDO 80 G	3001	30
E00947	TUBO LATA CATTERINO OVO TRUFADO COOKIE 250GR	3003	30
E00948	TUBO LATA CATTERINO OVO TRUFADO CARAMELO 250GR	3003	30
E00949	TUBO LATA CATTERINO OVO TRUFADO PISTACHE 250GR	3003	30
E00950	TUBO LATA CATTERINO OVO TRUFADO AVELA 250GR	3003	30
E00951	TUBO LATA CATTERINO OVO TRUFADO AO LEITE ZERO 250 GR	3003	30
E00953	BOLA ACRILICA 8,0 CM	3003	30
E00958	BOBINA FILME BPM MAGGIORE PICOLE CREME COM CHOC AO LEITE 65 G BOPP METALIZADO	3001	30
E00959	BOBINA FILME BPM MAGGIORE PICOLE CREME COM CHOC BRANCO 65 G BOPP METALIZADO	3001	30
E00960	BOBINA FILME BPM MAGGIORE PICOLE CREME DE DOCE DE LEITE COM CHOC AO LEITE 65 G BOPP METALIZADO	3001	30
E00961	BOBINA FILME BCC CORSETTI POLVILHO DOCE 400 G PE	3001	30
E00962	BOBINA FILME BCC CORSETTI POLVILHO AZEDO 400 G PE	3001	30
E00963	INATIVO - BOBINA FILME BCC CORSETTI POLVILHO DOCE 500 G PE	3001	30
E00964	INATIVO - BOBINA FILME BMC COROA MASSA CABELO DE ANJO 500 G BOPP + PP	3001	30
E00965	DISPLAY BARRAS DE CHOC 70 G CATTERINO PAPEL VITAMAX 275 G/M2	3003	30
E00967	BOBINA FILME BMD DALLAS MASSA ESPAGUETE INTEGRAL 500 G	3001	30
E00968	CAIXA CATTERINO OVINHOS 40 G AO LEITE	3003	30
E00969	CAIXA CATTERINO OVINHOS 40 G BRANCO	3003	30
E00970	CAIXA CATTERINO OVO 30 G AO LEITE	3003	30
E00971	CAIXA CATTERINO OVO 30 G BRANCO	3003	30
E00972	CAIXA CATTERINO OVO 30 G AO LEITE COM FRUTAS VERM	3003	30
E00973	TAMPA CAIXA CATTERINO SPECIALE PASCOA - 6	3003	30
E00974	TAMPA CAIXA CATTERINO SPECIALE PASCOA - 12	3003	30
E00975	TAMPA CAIXA CATTERINO SPECIALE PASCOA - 24	3003	30
E00976	CINTA CATTERINO OVO 280 G AO LEITE ZERO	3003	30
E00977	CINTA CATTERINO OVO 280 G AO LEITE	3003	30
E00978	CINTA CATTERINO OVO 280 G AO LEITE E BRANCO	3003	30
E00979	CINTA CATTERINO OVO 280 G BRANCO	3003	30
E00980	CINTA CATTERINO OVO 280 G 75%	3003	30
E00981	DISPLAY CATTERINO TABLETES 14 G	3003	30
E00982	DISPLAY CATTERINO TABLETES 14 G ZERO	3003	30
E00983	CAIXA CATTERINO OVO RECHEADO 590 G AO LEITE	3003	30
E00984	CAIXA CATTERINO OVO RECHEADO 590 G CARAMELO SAL	3003	30
E00986	SACOLA CATTERINO DIA DOS NAMORADOS	3003	30
E00987	SACOLA CATTERINO PASCOA	3003	30
E00989	CINTA CATTERINO OVO 280 G GIANDUIA	3003	30
E00990	CINTA CATTERINO DRAGEAS PASCOA 100 G AO LEITE	3003	30
E00991	CINTA CATTERINO DRAGEAS PASCOA 100 G MISTA	3003	30
E00992	BANDEJA 60 B PET	3006	30
E00995	FORMINHA CAIXETA N7 3,5X3,5 CM	3006	30
E00997	SACOLA PLASTICA CATTERINO TAMANHO M	3006	30
E00998	SACOLA PLASTICA CATTERINO TAMANHO G	3006	30
E00999	SACOLA PAPEL CATTERINO  P COM FURO	3006	30
E01000	SACOLA PAPEL CATTERINO M COM FURO	3006	30
E01001	SACOLA PAPEL CATTERINO G COM FURO	3006	30
E01002	FOLHA CHUMBO 8 X 7,8 CM TOFEE	3005	30
E01003	FOLHA CHUMBO 8 X 7,8 CM MARMORIZADO PRETO	3005	30
E01004	FOLHA CHUMBO 8 X 7,8 CM FOSCO MARROM	3005	30
E01005	FOLHA CHUMBO EM ROLO AMARELO	3005	30
E01006	FOLHA CHUMBO 8 X 7,8 CM CHAMPAGNE	3005	30
E01007	FOLHA CHUMBO 12 X 11,8 CM OURO FOSCO	3005	30
E01008	FOLHA PARA OVOS DE PASCOA DOUBLE FACE ACETINADO MARROM OURO 69X89 CM	3005	30
E01009	FOLHA CHUMBO 8 X 7,8 CM PRATA FOSCO	3005	30
E01010	FOLHA PARA OVOS DE PASCOA DOUBLE FACE ACETINADO MEDITERRANEA/BAUNILHA 69X89	3005	30
E01011	SUPORTE OVO 100 G E OVO 250 G	3003	30
E01014	INATIVO - BOBINA FILME BBT VITAL BISCOITO RECHEADO CHOCOLATE120 G BOPP + BOOP	3001	30
E01017	BASE LAMINADA OURO RED GRANDE	3006	30
E01018	FUNDO RENDADO NACARADO	3006	30
E01019	TIRA ACETATO 5CM 1M	3006	30
E01020	FORMA REDONDA FUNDO REM 270X68MM	3006	30
E01021	BASE LAMINADA PARA DOCES N8	3006	30
E01022	SACO MANGA M	3006	30
E01025	FILME ALUMINIO	3003	30
E01032	EMBALAGEM PLASTICA COM TAMPA PARA BOLOS E TORTAS NV 60/210	3006	30
E01033	COPO TRANSPARENTE CATTERINO 440 ML	3006	30
E01034	TAMPA BOLHA COM FURO COPO TRANSPARENTE CATTERINO 440 ML	3006	30
E01035	TAMPA BOLHA SEM FURO COPO TRANSPARENTE CATTERINO 440 ML	3006	30
E01039	BOBINA FILME BBG GERMANI BISCOITO MARIA 345 G NATAL BOPP MONOCAMADA	3001	30
E01043	FUNDO QUADRADO PLASTICO 8 X 8 CM	3003	30
E01046	EMBALAGEM GALVONOTEK G16	3003	30
E01047	SACOLA PLASTICA CATTERINO TAMANHO P	3006	30
E01049	BOBINA PICOTADA 1 L 17 X 30 CM REFORCADA	3004	30
E01050	FARDO 50 X 80 X 0,10	3004	30
E01052	CAIXA CATTERINO BISC CHOC AO LEITE ZERO HOT STAMP+VERNIZ AGUA+VERNIZ UV LOCAL	3003	30
E01053	CAIXA CATTERINO BISC CHOC BRANCO ZERO HOT STAMP+VERNIZ AGUA+VERNIZ UV LOCAL	3003	30
E01069	TUBO LATA BISCOITO MORANGO COBERTO COM CHOCOLATE	3003	30
